Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,Title,LastActivityDate,Tags,AnswerCount,CommentCount,FavoriteCount
1069,1,1073,2008-08-04T00:00:00.000Z,49,33426,257,1561378,2012-09-16T00:00:00.000Z,Heap corruption under Win32; how to locate?,2015-09-01T00:00:00.000Z,"[c, windows, multithreading, debugging, memory]",15,5,27
1070,1,1773,2008-08-04T00:00:00.000Z,19,20403,236,395659,2013-02-07T00:00:00.000Z,Process size on UNIX,2016-06-15T00:00:00.000Z,"[unix, size]",4,0,2
1083,1,42406,2008-08-04T00:00:00.000Z,22,3199,260,3604745,2016-11-29T00:00:00.000Z,Bayesian filtering for spam,2016-11-29T00:00:00.000Z,"[artificial-intelligence, email-spam, bayesian]",6,0,8
1104,1,1109,2008-08-04T00:00:00.000Z,20,2001,236,1459996,2016-12-21T00:00:00.000Z,Ensuring that Exceptions are always сaught,2016-12-21T00:00:00.000Z,"[c, exception, try-catch]",7,1,
1108,1,1130,2008-08-04T00:00:00.000Z,1481,536360,264,13860,2017-07-18T00:00:00.000Z,How does database indexing work?,2017-07-18T00:00:00.000Z,"[sql, database, performance, indexing, database-indexes]",8,0,1031
1131,1,1135,2008-08-04T00:00:00.000Z,34,3399,91,1471203,2013-01-09T00:00:00.000Z,Windows Help files - what are the options?,2014-01-16T00:00:00.000Z,"[windows, language-agnostic, chm, winhelp]",10,0,5
1145,1,1154,2008-08-04T00:00:00.000Z,11,5839,188,1459996,2017-01-09T00:00:00.000Z,Why am I getting a double free error with realloc()?,2017-01-09T00:00:00.000Z,"[c, malloc]",8,0,1
1156,1,1157,2008-08-04T00:00:00.000Z,47,31960,264,-1,2017-05-23T00:00:00.000Z,How do I index a database column,2017-01-17T00:00:00.000Z,"[sql, database, indexing]",6,3,17
1160,1,975299,2008-08-04T00:00:00.000Z,39,17641,120,120,2008-08-05T00:00:00.000Z,Use SVN Revision to label build in CCNET,2016-02-07T00:00:00.000Z,"[svn, msbuild, cruisecontrol.net]",12,0,27
1171,1,28705,2008-08-04T00:00:00.000Z,60,21920,280,1571709,2017-03-22T00:00:00.000Z,What is the most efficient graph data structure in Python?,2017-03-22T00:00:00.000Z,"[python, performance, data-structures, graph-theory]",7,0,39
1176,1,1186,2008-08-04T00:00:00.000Z,29,14866,25,1190,2008-08-26T00:00:00.000Z,Open Source Ruby Projects,2014-03-21T00:00:00.000Z,"[ruby, open-source]",6,0,19
1180,1,1232,2008-08-04T00:00:00.000Z,21,3759,281,1571407,2015-04-17T00:00:00.000Z,How to make subdomain user accounts in a webapp,2016-02-07T00:00:00.000Z,"[web-applications, dns, subdomain, account]",4,0,8
1189,1,1190,2008-08-04T00:00:00.000Z,10,2636,258,1454806,2013-04-11T00:00:00.000Z,ViewState invalid only in Safari,2013-04-11T00:00:00.000Z,"[c, .net, safari, viewstate]",3,0,0
1229,1,,2008-08-04T00:00:00.000Z,14,22012,,3589392,2014-05-15T00:00:00.000Z,How do I hyperlink to a specific slide of a .ppt file?,2017-05-30T00:00:00.000Z,"[hyperlink, powerpoint]",3,0,2
1237,1,1243,2008-08-04T00:00:00.000Z,40,78828,230,1454806,2013-04-11T00:00:00.000Z,Regex: To pull out a sub-string between two tags in a string,2016-02-07T00:00:00.000Z,"[regex, parsing]",9,1,13
1241,1,1275,2008-08-04T00:00:00.000Z,19,2196,194,1468295,2015-04-30T00:00:00.000Z,Asynchronous multi-direction server-client communication over the same open socket?,2015-04-30T00:00:00.000Z,"[c, c, sockets]",4,0,
1261,1,1272,2008-08-04T00:00:00.000Z,54,30212,292,1454806,2013-04-11T00:00:00.000Z,What are the advantages of using SVN over CVS?,2016-09-18T00:00:00.000Z,"[svn, version-control, cvs]",11,0,7
1276,1,1338,2008-08-04T00:00:00.000Z,237,131026,30,3664960,2016-01-27T00:00:00.000Z,How big can a MySQL database get before performance starts to degrade,2017-06-30T00:00:00.000Z,"[mysql, database, database-performance]",13,0,80
1284,1,,2008-08-04T00:00:00.000Z,16,5600,,6715577,2016-09-11T00:00:00.000Z,Catching SQL Injection and other Malicious Web Requests,2016-10-14T00:00:00.000Z,"[sql, xss, sql-injection]",8,1,1
1292,1,1305,2008-08-04T00:00:00.000Z,46,23738,192,,2008-08-04T00:00:00.000Z,Limit size of Queue<T> in .NET?,2016-10-19T00:00:00.000Z,"[.net, collections, queue]",6,0,7
1300,1,1673,2008-08-04T00:00:00.000Z,25,3476,91,905,2008-08-18T00:00:00.000Z,Is nAnt still supported and suitable for .net 3.5/VS2008?,2008-09-29T00:00:00.000Z,"[.net, .net-3.5, msbuild, nant]",7,0,4
1304,1,1309,2008-08-04T00:00:00.000Z,215,154651,121,1468295,2015-04-30T00:00:00.000Z,How to check for file lock?,2016-02-07T00:00:00.000Z,"[c, .net, io, filelock]",12,3,43
1306,1,1318,2008-08-04T00:00:00.000Z,40,11166,302,1616697,2015-12-14T00:00:00.000Z,How do I use (n)curses in Ruby?,2015-12-14T00:00:00.000Z,"[ruby, unix, curses]",4,0,14
1311,1,,2008-08-04T00:00:00.000Z,11,462,306,95135,2010-02-17T00:00:00.000Z,Rockbox audio format,2015-11-14T00:00:00.000Z,"[c, audio, rockbox]",1,0,
1313,1,74033,2008-08-04T00:00:00.000Z,43,14245,2089740,-1,2017-05-23T00:00:00.000Z,"Followup: Finding an accurate \"distance\" between colors",2016-07-15T00:00:00.000Z,"[language-agnostic, colors]",8,1,20
1314,1,1319,2008-08-04T00:00:00.000Z,13,1636,312,101371,2011-05-02T00:00:00.000Z,Using MSTest with CruiseControl.NET,2011-05-02T00:00:00.000Z,"[msbuild, build-process, cruisecontrol.net]",2,0,1
1323,1,,2008-08-04T00:00:00.000Z,17,1876,2089740,-1,2017-05-23T00:00:00.000Z,"Followup: \"Sorting\" colors by distinctiveness",2012-09-03T00:00:00.000Z,"[algorithm, language-agnostic, colors]",9,0,5
1329,1,1339,2008-08-04T00:00:00.000Z,38,87115,83,-1,2017-05-23T00:00:00.000Z,What is a better file copy alternative than the Windows default?,2014-05-02T00:00:00.000Z,"[windows, file, filesystems, utilities]",22,1,13
1376,1,,2008-08-04T00:00:00.000Z,15,5949,26,,2008-08-04T00:00:00.000Z,Get the current logged in OS user in Adobe Air,2016-02-07T00:00:00.000Z,"[flex, air]",5,0,1
1383,1,1393,2008-08-04T00:00:00.000Z,178,27599,314,63550,2011-10-22T00:00:00.000Z,What is unit testing?,2017-05-03T00:00:00.000Z,"[unit-testing, glossary]",20,4,86
1384,1,,2008-08-04T00:00:00.000Z,70,14456,230,22039,2009-04-11T00:00:00.000Z,Subsonic Vs NHibernate,2011-11-22T00:00:00.000Z,"[.net, nhibernate, orm, subsonic]",15,0,28
1387,1,,2008-08-04T00:00:00.000Z,17,499,,,2008-08-04T00:00:00.000Z,What are the current best options for parallelizing a CPU-intensive .NET app?,2009-05-11T00:00:00.000Z,"[.net, parallel-processing]",7,1,2
1390,1,1394,2008-08-04T00:00:00.000Z,18,1794,60,76337,2010-02-20T00:00:00.000Z,"Is Windows Server 2008 \"Server Core\" appropriate for a SQL Server instance?",2013-08-20T00:00:00.000Z,"[sql-server, windows-server-2008]",6,0,
1401,1,1418,2008-08-04T00:00:00.000Z,22,2582,149,1987598,2014-12-17T00:00:00.000Z,ASP.Net Custom Client-Side Validation,2016-09-27T00:00:00.000Z,"[asp.net, javascript, validation]",4,0,
1408,1,1421,2008-08-04T00:00:00.000Z,242,198959,58,2988337,2015-05-19T00:00:00.000Z,Make XAMPP/Apache serve file outside of htdocs,2015-06-01T00:00:00.000Z,"[php, apache, xampp, server-configuration]",6,5,156
1409,1,27335,2008-08-04T00:00:00.000Z,13,1573,26,1471203,2013-01-09T00:00:00.000Z,Bandwith throttling in IIS 6 by IP Address,2013-01-09T00:00:00.000Z,"[asp.net, iis]",1,1,
1417,1,1425,2008-08-04T00:00:00.000Z,36,18823,287,,2012-11-26T00:00:00.000Z,How can I get the authenticated user name under Apache using plain HTTP authentication and PHP?,2012-11-26T00:00:00.000Z,"[php, apache, authentication, http-authentication]",1,1,6
1451,1,1477,2008-08-04T00:00:00.000Z,16,1784,106,268273,2012-03-02T00:00:00.000Z,What is the best way to handle multiple permission types?,2012-03-02T00:00:00.000Z,"[sql, permissions]",5,0,4
1453,1,1456,2008-08-04T00:00:00.000Z,20,1270,58,4595675,2015-12-14T00:00:00.000Z,Using object property as default for method property,2016-04-28T00:00:00.000Z,"[php, parameters, error-handling]",4,0,1
1457,1,1468,2008-08-04T00:00:00.000Z,155,71735,331,1471203,2013-01-09T00:00:00.000Z,Modify Address Bar URL in AJAX App to Match Current State,2016-06-24T00:00:00.000Z,"[ajax, url, rest, address-bar]",8,4,84
1476,1,13107,2008-08-04T00:00:00.000Z,289,143057,92,4952130,2017-03-13T00:00:00.000Z,How do you express binary literals in Python?,2017-03-13T00:00:00.000Z,"[python, syntax, binary, integer, literals]",6,2,31
1496,1,1517,2008-08-04T00:00:00.000Z,30,8487,136,213269,2011-01-26T00:00:00.000Z,What are the preferred versions of Vim and Emacs on Mac OS X?,2015-06-28T00:00:00.000Z,"[osx, vim, emacs, editor]",13,0,6
1503,1,1514,2008-08-04T00:00:00.000Z,16,3949,27,2134,2008-08-23T00:00:00.000Z,Integrating Visual Studio Test Project with Cruise Control,2013-01-27T00:00:00.000Z,"[visual-studio, unit-testing, continuous-integration, cruisecontrol.net]",1,0,1
1505,1,3507075,2008-08-04T00:00:00.000Z,22,6668,83,83,2008-08-04T00:00:00.000Z,How do I give my web sites an icon for iPhone?,2017-06-07T00:00:00.000Z,"[iphone, html, favicon, apple-touch-icon]",5,2,3
1508,1,1525,2008-08-04T00:00:00.000Z,12,375,149,55,2008-08-17T00:00:00.000Z,Different Distributed Version Control Systems working together,2008-11-07T00:00:00.000Z,"[version-control, dvcs]",4,0,
1528,1,1556,2008-08-04T00:00:00.000Z,32,18927,93,1468295,2015-04-30T00:00:00.000Z,Hiding inherited members,2015-04-30T00:00:00.000Z,"[c, wpf, silverlight, polymorphism, dependency-properties]",7,0,4
1535,1,2047,2008-08-04T00:00:00.000Z,28,1734,332,,2008-08-04T00:00:00.000Z,Reducing duplicate error handling code in C#?,2010-09-13T00:00:00.000Z,"[c, exception, error-handling]",4,1,4
1584,1,44389,2008-08-04T00:00:00.000Z,14,1505,40,2574,2008-10-24T00:00:00.000Z,Linux shell equivalent on IIS,2008-11-03T00:00:00.000Z,"[windows, iis, shell, command-line, terminal]",7,0,
1598,1,3490980,2008-08-04T00:00:00.000Z,66,46028,83,-1,2017-05-23T00:00:00.000Z,What are the correct pixel dimensions for an apple-touch-icon?,2015-12-15T00:00:00.000Z,"[iphone, favicon, apple-touch-icon]",11,3,17
1600,1,1793,2008-08-04T00:00:00.000Z,20,3268,230,4150196,2015-02-06T00:00:00.000Z,What is the best way to copy a database?,2015-02-06T00:00:00.000Z,"[sql-server, sql-server-2008]",5,0,3
1607,1,1666,2008-08-04T00:00:00.000Z,124,32912,72,137,2008-08-29T00:00:00.000Z,Mechanisms for tracking DB schema changes,2016-05-02T00:00:00.000Z,"[php, mysql, database, svn, migration]",20,0,69
1610,1,1621,2008-08-04T00:00:00.000Z,69,53619,328,15401,2008-10-08T00:00:00.000Z,Can I logically reorder columns in a table?,2016-09-03T00:00:00.000Z,[sql-server],8,5,5
1615,1,1628,2008-08-04T00:00:00.000Z,10,7073,25,4818540,2015-04-18T00:00:00.000Z,How can I modify .xfdl files? (Update #1),2016-02-07T00:00:00.000Z,"[ruby, language-agnostic, xfdl]",3,0,1
1623,1,1667,2008-08-04T00:00:00.000Z,24,3320,230,1659,2008-09-10T00:00:00.000Z,Folders or Projects in a Visual Studio Solution?,2013-01-27T00:00:00.000Z,"[visual-studio, design, projects-and-solutions]",7,0,12
1625,1,1627,2008-08-04T00:00:00.000Z,33,14011,204,,2008-08-04T00:00:00.000Z,XML Editing/Viewing Software,2015-12-03T00:00:00.000Z,"[windows, xml, linux]",17,0,7
1644,1,,2008-08-04T00:00:00.000Z,529,133821,91,-1,2011-01-20T00:00:00.000Z,What good technology podcasts are out there?,2011-01-20T00:00:00.000Z,[podcast],97,12,1018
1669,1,1672,2008-08-04T00:00:00.000Z,701,254448,340,63550,2014-02-28T00:00:00.000Z,Learning to write a compiler,2017-02-26T00:00:00.000Z,"[compiler-construction, language-agnostic]",40,4,1812
1679,1,1704,2008-08-04T00:00:00.000Z,11,9939,55,1219121,2012-03-28T00:00:00.000Z,How do I calculate these statistics?,2015-11-02T00:00:00.000Z,"[statistics, spss]",6,1,2
1683,1,3020,2008-08-04T00:00:00.000Z,16,2948,350,845306,2011-12-22T00:00:00.000Z,ASP.NET built in user profile vs. old stile user class/tables,2011-12-22T00:00:00.000Z,"[asp.net, profile]",5,0,1
1709,1,1724,2008-08-04T00:00:00.000Z,18,13741,349,2134,2008-08-23T00:00:00.000Z,How to pass enumerated values to a web service,2008-09-08T00:00:00.000Z,"[web-services, application-integration]",8,0,1
1711,1,,2008-08-04T00:00:00.000Z,1440,939087,303,102937,2011-09-26T00:00:00.000Z,What is the single most influential book every programmer should read?,2012-02-21T00:00:00.000Z,[resources],214,30,6683
1734,1,1780,2008-08-05T00:00:00.000Z,24,1749,59,1675954,2013-02-02T00:00:00.000Z,Any experiences with Protocol Buffers?,2013-02-02T00:00:00.000Z,"[python, xml, database, protocol-buffers]",4,0,1
1746,1,1749,2008-08-05T00:00:00.000Z,47,12395,137,8454,2013-07-29T00:00:00.000Z,How can I get at the matches when using preg_replace in PHP?,2017-02-09T00:00:00.000Z,"[php, regex, html-parsing, preg-replace]",4,0,6
1760,1,1821,2008-08-05T00:00:00.000Z,55,8973,234,1468295,2015-04-30T00:00:00.000Z,.NET Unit Testing packages?,2015-04-30T00:00:00.000Z,"[c, .net, unit-testing, testing]",12,1,20
1762,1,1771,2008-08-05T00:00:00.000Z,19,670,137,42439,2009-01-24T00:00:00.000Z,Why is my ternary expression not working?,2016-02-07T00:00:00.000Z,"[php, ternary-operator]",4,0,
1790,1,2017,2008-08-05T00:00:00.000Z,15,2151,194,55,2008-08-17T00:00:00.000Z,Federated (Synced) Subversion servers?,2011-09-10T00:00:00.000Z,"[svn, version-control]",4,0,3
1829,1,1852,2008-08-05T00:00:00.000Z,18,13650,30,4099593,2015-03-01T00:00:00.000Z,How do I make a menu that does not require the user to press [enter] to make a selection?,2015-03-01T00:00:00.000Z,[python],4,0,2
1836,1,1843,2008-08-05T00:00:00.000Z,30,8905,172,2548,2013-02-06T00:00:00.000Z,Wiggling the mouse,2013-02-06T00:00:00.000Z,"[c, winapi, mouse]",4,4,4
1848,1,1856,2008-08-05T00:00:00.000Z,22,4726,36,1471203,2013-01-08T00:00:00.000Z,Locating Text within image,2013-04-19T00:00:00.000Z,"[c, image, image-processing, artificial-intelligence]",4,0,5
1854,1,1857,2008-08-05T00:00:00.000Z,346,126138,116,42223,2017-05-14T00:00:00.000Z,Python: What OS am I running on?,2017-08-14T00:00:00.000Z,"[python, cross-platform]",21,2,72
1869,1,968319,2008-08-05T00:00:00.000Z,26,42911,358,122139,2012-03-08T00:00:00.000Z,Which tools do people use to create Data Dictionaries?,2015-07-31T00:00:00.000Z,"[sql-server, database, documentation, data-dictionary]",5,1,3
1873,1,1886,2008-08-05T00:00:00.000Z,27,13887,242,242,2017-07-19T00:00:00.000Z,Triple Quotes? How do I delimit a databound Javascript string parameter in ASP.NET?,2017-07-19T00:00:00.000Z,"[asp.net, javascript, anchor, quotes]",5,0,2
1898,1,1901,2008-08-05T00:00:00.000Z,92,58495,81,1471203,2013-01-08T00:00:00.000Z,CSV File Imports in .Net,2016-05-15T00:00:00.000Z,"[c, vb.net, file, csv, import]",12,4,29
1908,1,1945,2008-08-05T00:00:00.000Z,19,4396,79,569101,2013-09-11T00:00:00.000Z,How to map a latitude/longitude to a distorted map?,2014-11-14T00:00:00.000Z,"[math, maps, mapping, latitude-longitude]",4,1,4
1936,1,1940,2008-08-05T00:00:00.000Z,108,78527,364,316469,2016-08-15T00:00:00.000Z,How to RedirectToAction in ASP.NET MVC without losing request data,2016-08-15T00:00:00.000Z,"[c, asp.net-mvc]",5,2,48
1949,1,5310,2008-08-05T00:00:00.000Z,23,4596,51,3,2012-03-22T00:00:00.000Z,Are Multiple DataContext classes ever appropriate?,2014-06-17T00:00:00.000Z,"[asp.net, .net, linq-to-sql, datacontext]",5,0,2
1970,1,59345,2008-08-05T00:00:00.000Z,13,2725,116,939860,2011-10-14T00:00:00.000Z,What language do you use for PostgreSQL triggers and stored procedures?,2016-06-08T00:00:00.000Z,"[sql, database, postgresql, stored-procedures, triggers]",8,1,
1982,1,47086,2008-08-05T00:00:00.000Z,34,3196,2090742,116,2016-05-11T00:00:00.000Z,CPU throttling in C++,2016-05-11T00:00:00.000Z,"[c, performance, cpu, throttle]",4,1,3
1983,1,2277,2008-08-05T00:00:00.000Z,36,1511,116,6475535,2016-06-22T00:00:00.000Z,"Python: what is the difference between (1,2,3) and [1,2,3], and when should I use each?",2017-05-30T00:00:00.000Z,"[python, list, tuples]",14,0,5
1988,1,63737,2008-08-05T00:00:00.000Z,39,5927,122,122,2008-09-18T00:00:00.000Z,How far can LISP macros go?,2014-03-08T00:00:00.000Z,"[macros, lisp]",14,3,14
1994,1,2012,2008-08-05T00:00:00.000Z,10,3531,195,912495,2012-11-02T00:00:00.000Z,"Any solution to the \"illegal cross thread call\" ?",2012-11-02T00:00:00.000Z,"[c, data-binding]",6,0,
1995,1,2001,2008-08-05T00:00:00.000Z,13,1016,51,3751577,2015-12-14T00:00:00.000Z,Most Efficient Way to Test Object Type,2015-12-14T00:00:00.000Z,"[c, .net, double, int]",5,0,
2027,1,,2008-08-05T00:00:00.000Z,44,15499,46,1783163,2014-07-21T00:00:00.000Z,Pass by reference or pass by value?,2014-07-21T00:00:00.000Z,"[language-agnostic, oop, parameters, pass-by-reference, pass-by-value]",11,2,18
2034,1,2036,2008-08-05T00:00:00.000Z,245,137327,137,122607,2011-10-11T00:00:00.000Z,What do the result codes in SVN mean?,2017-04-28T00:00:00.000Z,[svn],9,0,124
2041,1,2310,2008-08-05T00:00:00.000Z,529,497878,269,761095,2013-04-01T00:00:00.000Z,How do I create a branch in SVN?,2016-02-10T00:00:00.000Z,"[svn, version-control, branch, branching-and-merging]",9,0,107
2043,1,2044,2008-08-05T00:00:00.000Z,22,6058,369,369,2016-12-20T00:00:00.000Z,Can a Windows dll retrieve its own filename?,2016-12-20T00:00:00.000Z,"[windows, delphi, winapi, dll]",1,0,
2046,1,7641,2008-08-05T00:00:00.000Z,38,4614,372,521799,2012-08-14T00:00:00.000Z,How do I unit test persistence?,2014-07-09T00:00:00.000Z,"[sql-server, unit-testing, tdd]",10,0,12
2048,1,2080,2008-08-05T00:00:00.000Z,7,2316,298,845306,2011-12-22T00:00:00.000Z,Monitor a specific RSS,2016-03-27T00:00:00.000Z,[rss],9,0,
2056,1,101561,2008-08-05T00:00:00.000Z,1654,333619,358,63550,2015-05-04T00:00:00.000Z,What are MVP and MVC and what is the difference?,2017-08-09T00:00:00.000Z,"[design-patterns, model-view-controller, user-interface, mvp, glossary]",22,1,1052
2092,1,,2008-08-05T00:00:00.000Z,16,1832,,2833965,2015-12-15T00:00:00.000Z,"How to get started \"writing\" a code coverage tool?",2016-10-13T00:00:00.000Z,"[java, testing, coldfusion, code-coverage]",5,0,
2120,1,2382,2008-08-05T00:00:00.000Z,89,89474,383,-1,2017-05-23T00:00:00.000Z,Convert HashBytes to VarChar,2017-01-17T00:00:00.000Z,"[sql, sql-server]",7,0,22
2123,1,2223,2008-08-05T00:00:00.000Z,22,18439,193,4311889,2017-05-16T00:00:00.000Z,How do I make a checkbox toggle from clicking on the text label as well?,2017-05-16T00:00:00.000Z,"[html, checkbox]",8,1,5
2134,1,2183,2008-08-05T00:00:00.000Z,112,20621,380,13295,2008-10-14T00:00:00.000Z,Do sealed classes really offer performance Benefits?,2017-08-14T00:00:00.000Z,"[.net, optimization, frameworks, performance]",11,8,20
2138,1,2147,2008-08-05T00:00:00.000Z,49,47126,373,905,2008-08-16T00:00:00.000Z,LINQ on the .NET 2.0 Runtime,2017-01-18T00:00:00.000Z,"[.net, linq, .net-3.5, .net-2.0, clr]",9,0,12
2154,1,2335,2008-08-05T00:00:00.000Z,23,5164,383,1468295,2015-04-30T00:00:00.000Z,Developing for ASP.NET-MVC without Visual Studio,2015-04-30T00:00:00.000Z,"[c, asp.net-mvc, visual-studio]",4,0,3
2155,1,2928,2008-08-05T00:00:00.000Z,53,37835,371,2134,2008-08-23T00:00:00.000Z,How do I define custom web.config sections with potential child elements and attributes for the properties?,2017-02-04T00:00:00.000Z,[asp.net],6,0,19
2158,1,2245,2008-08-05T00:00:00.000Z,78,85529,340,126039,2016-06-15T00:00:00.000Z,Creating a custom button in Java,2016-10-27T00:00:00.000Z,"[java, swing, jbutton]",5,0,31
2196,1,2373,2008-08-05T00:00:00.000Z,9,445,192,2159583,2014-08-01T00:00:00.000Z,Easy way to AJAX WebControls,2014-08-01T00:00:00.000Z,"[asp.net, ajax, web-controls]",3,1,
2209,1,2233,2008-08-05T00:00:00.000Z,14,11402,396,247702,2014-05-14T00:00:00.000Z,How can I change the background of a masterpage from the code behind of a content page?,2015-11-24T00:00:00.000Z,"[c, asp.net, .net, master-pages]",3,1,3
2214,1,3443,2008-08-05T00:00:00.000Z,16,2425,395,1468295,2015-04-30T00:00:00.000Z,What's the best way to implement BDD/TDD in .NET 2.0?,2017-03-15T00:00:00.000Z,"[c, .net, testing, tdd, bdd]",12,0,4
2222,1,8753,2008-08-05T00:00:00.000Z,11,2084,266,2159583,2014-08-08T00:00:00.000Z,How can I unit test Flex applications from within the IDE or a build script?,2014-08-08T00:00:00.000Z,"[flex, eclipse, unit-testing, build-automation, cairngorm]",4,0,1
2232,1,2400,2008-08-05T00:00:00.000Z,772,383025,25,211563,2015-03-06T00:00:00.000Z,Calling shell commands from Ruby,2017-08-07T00:00:00.000Z,"[ruby, shell, interop]",18,1,334
2250,1,2258,2008-08-05T00:00:00.000Z,95,87925,383,1468295,2015-04-30T00:00:00.000Z,Datatable vs Dataset,2016-12-08T00:00:00.000Z,"[c, dataset, datatable]",6,1,16
2256,1,2490,2008-08-05T00:00:00.000Z,17,6197,379,2159583,2014-08-08T00:00:00.000Z,Mapping Stream data to data structures in C#,2015-02-16T00:00:00.000Z,"[c, c, data-structures]",4,0,4
2262,1,2268,2008-08-05T00:00:00.000Z,27,9472,383,1659,2008-09-24T00:00:00.000Z,ASP.NET URL Rewriting,2013-10-28T00:00:00.000Z,"[asp.net, url, url-rewriting, url-routing, rewrite]",4,1,10
